32,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,4,1,Research Scientist,2,3298,15053,Yes,12,3,7,6,2,0,5,No
22,Non-Travel,Research & Development,16,2,Medical,Male,4,1,Laboratory Technician,4,2935,7324,Yes,13,3,1,1,0,0,0,No
53,Travel_Rarely,Sales,2,4,Life Sciences,Female,2,4,Manager,4,15427,22021,No,16,3,31,25,8,3,7,No
38,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,4,3944,4306,Yes,11,3,6,3,2,1,2,No
24,Non-Travel,Research & Development,11,2,Other,Female,4,2,Manufacturing Director,3,4011,8232,No,18,3,5,4,2,1,3,No
36,Travel_Rarely,Sales,9,4,Life Sciences,Male,2,1,Sales Representative,1,3407,6986,No,23,4,10,5,3,0,3,Yes
34,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,3,3,Research Director,2,11994,21293,No,11,3,13,12,6,2,11,No
21,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,3,1,Research Scientist,4,1232,19281,No,14,3,0,0,0,0,0,No
34,Travel_Rarely,Research & Development,6,1,Medical,Male,3,1,Research Scientist,1,2960,17102,No,11,3,8,4,2,1,3,Yes
53,Travel_Rarely,Research & Development,5,3,Other,Female,3,5,Manager,3,19094,10735,No,11,3,26,14,13,4,8,No
32,Travel_Frequently,Research & Development,16,1,Life Sciences,Female,1,1,Research Scientist,1,3919,4681,Yes,22,4,10,10,2,6,7,Yes
42,Travel_Rarely,Sales,8,4,Marketing,Male,3,2,Sales Executive,2,6825,21173,No,11,3,10,9,7,4,2,No
44,Travel_Rarely,Research & Development,7,4,Medical,Female,2,3,Healthcare Representative,4,10248,2094,No,14,3,24,22,6,5,17,No
46,Travel_Rarely,Sales,2,4,Marketing,Female,3,5,Manager,1,18947,22822,No,12,3,22,2,2,2,1,No
33,Travel_Rarely,Research & Development,2,3,Medical,Male,3,1,Laboratory Technician,4,2496,6670,No,11,3,7,1,1,0,0,No
44,Travel_Rarely,Research & Development,10,4,Other,Male,3,2,Healthcare Representative,4,6465,19121,Yes,13,3,9,4,2,1,3,No
30,Travel_Rarely,Research & Development,9,2,Medical,Male,2,1,Laboratory Technician,3,2206,16117,No,13,3,10,10,0,1,8,No
39,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,2,Sales Representative,4,2086,3335,No,14,3,19,1,0,0,0,Yes
24,Travel_Rarely,Research & Development,1,3,Medical,Male,3,1,Research Scientist,4,2293,3020,Yes,16,3,6,2,0,2,0,Yes
43,Travel_Rarely,Research & Development,2,2,Medical,Female,4,1,Research Scientist,3,2645,21923,No,12,3,6,5,3,1,4,No
50,Travel_Rarely,Sales,3,2,Marketing,Male,2,1,Sales Representative,3,2683,3810,Yes,14,3,3,3,2,0,2,Yes
35,Travel_Rarely,Sales,2,3,Marketing,Female,3,1,Sales Representative,4,2014,9687,No,13,3,2,2,2,2,2,No
36,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,2,1,Research Scientist,1,3419,13072,Yes,14,3,6,1,1,0,0,No
33,Travel_Frequently,Sales,1,3,Life Sciences,Female,4,2,Sales Executive,1,5376,3193,No,19,3,10,5,3,1,3,No
35,Travel_Rarely,Research & Development,4,2,Other,Male,3,1,Laboratory Technician,4,1951,10910,No,12,3,1,1,0,0,0,No
27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,3,1,Laboratory Technician,1,2341,19715,No,13,3,1,1,0,0,0,No
26,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,1,1,Laboratory Technician,3,2293,10558,No,12,3,1,1,0,0,1,Yes
27,Travel_Frequently,Sales,8,3,Life Sciences,Male,3,3,Sales Executive,3,8726,2975,No,15,3,9,9,8,1,7,No
30,Travel_Frequently,Research & Development,1,2,Medical,Female,3,2,Laboratory Technician,4,4011,10781,No,23,4,12,12,8,3,7,No
41,Travel_Rarely,Research & Development,12,3,Technical Degree,Female,3,5,Research Director,3,19545,16280,No,12,3,23,22,15,15,8,Yes
34,Non-Travel,Sales,23,4,Marketing,Male,3,2,Sales Executive,3,4568,10034,No,20,4,10,9,5,8,7,No
37,Travel_Rarely,Research & Development,19,2,Life Sciences,Male,3,1,Research Scientist,2,3022,10227,No,21,4,8,1,0,0,0,No
46,Travel_Frequently,Sales,5,4,Marketing,Male,3,2,Sales Executive,4,5772,20445,Yes,21,4,14,9,6,0,8,No
35,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,4,1,Laboratory Technician,4,2269,4892,No,19,3,1,1,0,0,1,No
48,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,3,Laboratory Technician,3,5381,19294,Yes,13,3,23,1,0,0,0,Yes
28,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,3,1,Laboratory Technician,3,3441,11179,Yes,13,3,2,2,2,2,2,Yes
44,Travel_Rarely,Sales,1,5,Marketing,Female,3,2,Sales Executive,1,5454,4009,Yes,21,4,9,4,3,1,3,No
35,Non-Travel,Research & Development,11,2,Medical,Male,2,3,Healthcare Representative,1,9884,8302,Yes,13,3,10,4,0,2,3,No
26,Travel_Rarely,Sales,23,3,Marketing,Female,2,2,Sales Executive,4,4157,21436,Yes,19,3,5,2,2,0,0,No
33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,3,3,Research Director,4,13458,15146,Yes,12,3,15,15,14,8,12,No
35,Travel_Frequently,Sales,18,5,Life Sciences,Male,3,3,Sales Executive,1,9069,11031,No,22,4,9,9,8,1,8,No
35,Travel_Rarely,Research & Development,23,4,Medical,Female,3,1,Laboratory Technician,1,4014,16002,Yes,15,3,4,2,2,2,2,No
31,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,2,Laboratory Technician,4,5915,9528,No,22,4,10,7,7,1,7,No
37,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,2,Manufacturing Director,3,5993,2689,No,18,3,7,7,5,0,7,No
32,Travel_Rarely,Research & Development,1,3,Medical,Male,3,2,Manufacturing Director,4,6162,10877,Yes,22,4,9,9,8,7,8,No
38,Travel_Frequently,Research & Development,29,5,Life Sciences,Female,3,2,Laboratory Technician,4,2406,5456,No,11,3,10,10,3,9,9,No
50,Travel_Rarely,Research & Development,7,2,Medical,Female,2,5,Research Director,3,18740,16701,Yes,12,3,29,27,3,13,8,No
59,Travel_Rarely,Sales,25,3,Life Sciences,Female,3,3,Sales Executive,1,7637,2354,No,11,3,28,21,16,7,9,No
36,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,3,3,Healthcare Representative,3,10096,8202,No,13,3,17,17,14,12,8,No
55,Travel_Rarely,Research & Development,8,3,Medical,Female,3,4,Manager,3,14756,19730,Yes,14,3,21,5,0,0,2,No
36,Travel_Frequently,Research & Development,11,3,Life Sciences,Male,2,2,Manufacturing Director,2,6499,22656,No,13,3,6,6,5,0,3,No
45,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,3,Research Scientist,1,9724,18787,No,17,3,25,1,0,0,0,No
35,Travel_Frequently,Research & Development,1,3,Medical,Male,3,1,Research Scientist,1,2194,5868,No,13,3,5,3,2,1,2,No
36,Travel_Rarely,Research & Development,9,3,Medical,Male,2,1,Research Scientist,3,3388,21777,Yes,17,3,2,1,0,0,0,Yes
59,Travel_Frequently,Sales,1,1,Life Sciences,Female,2,2,Sales Executive,3,5473,24668,No,11,3,20,4,3,1,3,No
29,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,2,2703,4956,No,23,4,6,5,4,0,4,No
31,Travel_Rarely,Research & Development,1,4,Medical,Male,3,1,Research Scientist,2,2501,18775,No,17,3,1,1,1,1,0,No
32,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,2,Research Scientist,2,6220,7346,No,17,3,10,10,4,0,9,No
36,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,4,1,Laboratory Technician,4,3038,22002,No,12,3,5,1,0,0,0,No
31,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,3,2,Manufacturing Director,4,4424,20682,No,23,4,11,11,7,1,8,No
35,Travel_Rarely,Sales,1,4,Marketing,Male,2,2,Sales Executive,1,4312,23016,No,14,3,16,15,13,2,8,No
45,Travel_Rarely,Research & Development,6,4,Other,Male,3,3,Research Director,1,13245,15067,Yes,14,3,17,0,0,0,0,No
37,Travel_Rarely,Research & Development,7,4,Medical,Male,3,3,Research Director,3,13664,25258,No,13,3,16,5,2,0,2,No
46,Travel_Rarely,Human Resources,5,2,Medical,Male,3,2,Human Resources,2,5021,10425,Yes,22,4,16,4,2,0,2,No
30,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,2,2,Laboratory Technician,4,5126,15998,Yes,12,3,10,10,8,3,0,No
35,Travel_Rarely,Research & Development,1,3,Medical,Male,2,1,Research Scientist,3,2859,26278,No,18,3,6,6,4,0,4,No
55,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,3,Sales Executive,4,10239,18092,No,14,3,24,1,0,1,0,No
38,Non-Travel,Research & Development,6,3,Medical,Female,1,2,Research Scientist,4,5329,15717,Yes,12,3,17,13,11,1,9,No
34,Travel_Rarely,Research & Development,1,2,Medical,Male,3,2,Manufacturing Director,2,4325,17736,No,15,3,5,5,2,1,3,No
56,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,3,Manufacturing Director,4,7260,21698,No,11,3,37,6,4,0,2,No
23,Travel_Rarely,Sales,2,1,Technical Degree,Male,3,1,Sales Representative,1,2322,9518,No,13,3,3,0,0,0,0,No
51,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,3,1,Laboratory Technician,4,2075,18725,No,23,4,10,4,2,0,3,No
30,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,2,Healthcare Representative,4,4152,15830,No,19,3,11,11,10,10,8,No
46,Travel_Rarely,Sales,9,2,Medical,Male,2,3,Sales Executive,4,9619,13596,No,16,3,9,9,8,4,7,Yes
40,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,2,4,Healthcare Representative,2,13503,14115,No,22,4,22,22,3,11,11,No
51,Travel_Rarely,Sales,21,4,Marketing,Male,3,2,Sales Executive,4,5441,8423,Yes,22,4,11,10,7,1,0,No
30,Travel_Rarely,Sales,4,2,Medical,Female,2,2,Sales Executive,2,5209,19760,Yes,12,3,11,11,8,2,7,No
46,Travel_Frequently,Research & Development,1,3,Medical,Male,2,3,Healthcare Representative,1,10673,3142,Yes,13,3,21,10,9,9,5,No
32,Travel_Rarely,Sales,6,4,Medical,Male,3,2,Sales Executive,3,5010,24301,No,16,3,12,11,8,5,7,No
54,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,3,3,Research Director,3,13549,24001,No,12,3,16,4,3,0,3,No
24,Travel_Rarely,Sales,3,2,Other,Female,3,2,Sales Executive,3,4999,17519,No,21,4,4,3,2,0,2,No
28,Non-Travel,Sales,4,3,Medical,Male,3,2,Sales Executive,3,4221,8863,No,15,3,5,5,4,0,4,No
58,Travel_Rarely,Sales,10,4,Medical,Male,3,4,Sales Executive,3,13872,24409,No,13,3,38,37,10,1,8,No
44,Non-Travel,Research & Development,23,3,Medical,Male,3,2,Laboratory Technician,2,2042,25043,No,12,3,17,3,2,1,2,No
37,Travel_Rarely,Human Resources,6,4,Human Resources,Male,3,1,Human Resources,1,2073,23648,Yes,22,4,7,3,2,0,2,Yes
32,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,3,1,Research Scientist,1,2956,15178,No,13,3,1,1,0,0,0,No
20,Travel_Frequently,Research & Development,6,3,Life Sciences,Female,2,1,Laboratory Technician,4,2926,19783,Yes,18,3,1,1,0,1,0,Yes
34,Travel_Rarely,Research & Development,6,4,Other,Female,3,2,Research Scientist,3,4809,12482,No,14,3,16,16,13,2,10,No
37,Non-Travel,Research & Development,2,2,Life Sciences,Male,2,2,Healthcare Representative,4,5163,15850,No,14,3,17,1,0,0,0,No
59,Non-Travel,Human Resources,2,4,Human Resources,Female,2,5,Manager,4,18844,21922,No,21,4,30,3,2,2,2,No
50,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,3,5,Research Director,2,18172,9755,Yes,19,3,28,8,3,0,7,No
25,Travel_Rarely,Sales,5,3,Marketing,Male,2,2,Sales Executive,3,5744,26959,Yes,11,3,6,6,4,0,3,Yes
25,Travel_Rarely,Research & Development,7,1,Medical,Male,2,1,Research Scientist,4,2889,26897,No,11,3,2,2,2,2,1,No
22,Travel_Rarely,Research & Development,15,3,Medical,Female,3,1,Laboratory Technician,4,2871,23785,No,15,3,1,0,0,0,0,No
51,Travel_Frequently,Research & Development,1,4,Medical,Female,2,3,Healthcare Representative,1,7484,25796,No,20,4,23,13,12,12,8,No
34,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,2,Laboratory Technician,3,6074,22887,Yes,24,4,9,9,7,0,6,Yes
54,Non-Travel,Human Resources,26,3,Human Resources,Female,4,4,Manager,4,17328,13871,Yes,12,3,23,5,3,4,4,No
24,Travel_Rarely,Research & Development,18,1,Life Sciences,Male,3,1,Laboratory Technician,3,2774,13257,No,12,3,6,5,3,1,2,No
34,Travel_Rarely,Research & Development,6,4,Life Sciences,Female,2,2,Research Scientist,2,4505,15000,No,15,3,12,1,0,0,0,No
37,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,3,Sales Executive,4,7428,14506,No,12,3,12,5,3,1,3,No
34,Travel_Rarely,Research & Development,5,3,Medical,Female,2,3,Manager,1,11631,5615,No,12,3,14,11,10,5,8,No
36,Travel_Frequently,Sales,11,2,Technical Degree,Female,3,3,Sales Executive,4,9738,22952,No,14,3,10,9,7,2,8,No
36,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,3,1,Laboratory Technician,4,2835,2561,No,22,4,7,1,0,0,0,No
43,Travel_Frequently,Sales,26,2,Life Sciences,Male,3,4,Manager,4,16959,19494,Yes,12,3,25,25,12,4,12,No
30,Travel_Frequently,Research & Development,23,3,Life Sciences,Male,1,1,Research Scientist,3,2613,22310,No,25,4,10,10,7,0,9,No
33,Non-Travel,Sales,22,2,Marketing,Male,3,2,Sales Executive,2,6146,15480,No,13,3,8,7,7,0,7,No
56,Travel_Rarely,Research & Development,14,4,Life Sciences,Female,3,1,Research Scientist,2,4963,4510,Yes,18,3,7,5,4,4,3,Yes
51,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,3,5,Research Director,3,19537,6462,No,13,3,23,20,18,15,15,No
31,Travel_Rarely,Sales,6,4,Life Sciences,Male,1,2,Sales Executive,3,6172,20739,Yes,18,3,12,7,7,7,7,Yes
26,Travel_Rarely,Research & Development,6,3,Other,Female,2,1,Research Scientist,2,2368,23300,No,19,3,5,5,4,4,3,No
58,Travel_Rarely,Research & Development,23,4,Medical,Female,3,3,Healthcare Representative,4,10312,3465,No,12,3,40,40,10,15,6,Yes
19,Travel_Rarely,Sales,22,1,Marketing,Male,3,1,Sales Representative,3,1675,26820,Yes,19,3,0,0,0,0,0,Yes
22,Travel_Rarely,Research & Development,2,1,Technical Degree,Male,3,1,Laboratory Technician,4,2523,19299,No,14,3,3,2,1,2,1,No
49,Travel_Rarely,Research & Development,20,4,Medical,Female,3,2,Manufacturing Director,1,6567,5549,No,14,3,16,15,11,5,11,No
43,Travel_Frequently,Research & Development,28,3,Medical,Female,4,1,Research Scientist,3,4739,16090,No,12,3,18,3,2,1,2,No
50,Travel_Frequently,Sales,12,3,Marketing,Female,3,3,Sales Executive,4,9208,6645,No,11,3,16,2,2,2,1,No
31,Travel_Rarely,Sales,20,3,Life Sciences,Female,1,2,Sales Executive,3,4559,24788,Yes,11,3,4,2,2,2,2,Yes
41,Travel_Rarely,Sales,9,1,Life Sciences,Male,3,3,Sales Executive,3,8189,21196,Yes,13,3,12,9,7,0,7,No
26,Travel_Rarely,Human Resources,25,1,Life Sciences,Female,3,1,Human Resources,3,2942,8916,No,23,4,8,8,7,5,7,No
36,Travel_Rarely,Research & Development,6,2,Medical,Male,3,2,Manufacturing Director,2,4941,2819,No,20,4,7,3,2,0,1,No
51,Travel_Frequently,Research & Development,8,4,Life Sciences,Male,1,3,Manufacturing Director,4,10650,25150,No,15,3,18,4,2,0,3,Yes
39,Travel_Rarely,Sales,4,4,Life Sciences,Female,2,2,Sales Executive,3,5902,14590,No,14,3,17,15,11,5,9,No
25,Travel_Rarely,Sales,28,3,Life Sciences,Male,2,2,Sales Executive,3,8639,24835,No,18,3,6,2,2,2,2,No
30,Travel_Rarely,Human Resources,9,3,Human Resources,Male,3,2,Human Resources,4,6347,13982,Yes,19,3,12,11,9,4,7,No
32,Travel_Rarely,Research & Development,9,3,Medical,Female,3,1,Laboratory Technician,1,4200,10224,No,22,4,10,5,4,0,4,Yes
45,Travel_Rarely,Research & Development,29,3,Medical,Male,3,1,Research Scientist,4,3452,9752,No,13,3,9,6,5,0,3,No
38,Travel_Rarely,Research & Development,3,5,Technical Degree,Female,3,2,Research Scientist,3,4317,2302,Yes,20,4,19,3,2,2,2,No
30,Travel_Rarely,Research & Development,18,3,Life Sciences,Female,3,1,Research Scientist,3,2632,23910,No,14,3,5,5,4,0,4,No
32,Travel_Frequently,Sales,9,2,Medical,Male,1,2,Sales Executive,4,4668,22812,No,17,3,9,8,7,0,7,No
30,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,3,1,Research Scientist,1,3204,10415,No,14,3,8,3,2,2,2,No
30,Travel_Rarely,Research & Development,2,1,Medical,Male,2,1,Laboratory Technician,4,2720,11162,No,13,3,6,5,3,1,2,No
41,Travel_Frequently,Research & Development,10,3,Life Sciences,Male,2,4,Manager,1,17181,12888,No,13,3,21,7,6,7,7,No
41,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,3,1,Laboratory Technician,1,2238,6961,No,21,4,7,5,0,1,4,No
19,Travel_Rarely,Research & Development,3,1,Medical,Female,3,1,Laboratory Technician,2,1483,16102,No,14,3,1,1,0,0,0,No
40,Travel_Frequently,Research & Development,26,3,Medical,Female,3,2,Research Scientist,2,5605,8504,No,11,3,20,20,7,2,13,No
35,Travel_Rarely,Sales,1,5,Marketing,Male,3,3,Sales Executive,2,7295,11439,No,13,3,10,10,8,0,6,No
53,Travel_Rarely,Sales,6,2,Marketing,Male,3,2,Sales Representative,3,2306,16047,Yes,20,4,13,7,7,4,5,No
45,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,3,2,Laboratory Technician,2,2348,10901,No,18,3,20,17,9,0,15,No
32,Travel_Frequently,Sales,8,3,Marketing,Female,3,3,Sales Executive,4,8998,15589,No,14,3,9,9,8,3,7,No
29,Non-Travel,Research & Development,1,1,Technical Degree,Male,3,2,Manufacturing Director,3,4319,26283,No,13,3,10,10,7,0,9,No
51,Travel_Rarely,Research & Development,7,4,Medical,Male,2,2,Manufacturing Director,3,6132,13983,No,17,3,10,1,0,0,0,No
58,Travel_Rarely,Research & Development,9,3,Medical,Female,2,1,Research Scientist,2,3346,11873,Yes,20,4,9,1,0,0,0,No
40,Travel_Rarely,Sales,4,4,Marketing,Male,2,3,Sales Executive,4,10855,8552,No,11,3,15,12,11,2,11,No
34,Travel_Frequently,Sales,2,4,Marketing,Female,3,1,Sales Representative,3,2231,11314,No,18,3,6,4,3,1,2,No
22,Travel_Rarely,Research & Development,19,1,Medical,Male,3,1,Research Scientist,4,2323,11992,No,24,4,2,2,2,2,2,No
27,Non-Travel,Research & Development,9,3,Medical,Male,3,1,Research Scientist,2,2024,5970,No,18,3,6,2,2,2,2,No
28,Travel_Rarely,Research & Development,21,3,Medical,Male,3,1,Research Scientist,4,2713,6672,No,11,3,5,5,2,0,2,No
57,Travel_Rarely,Research & Development,24,2,Life Sciences,Male,4,3,Healthcare Representative,4,9439,23402,Yes,16,3,12,5,3,1,4,No
27,Non-Travel,Research & Development,3,3,Medical,Male,2,1,Research Scientist,3,2566,25326,Yes,15,3,1,1,1,0,1,No
50,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,3,5,Manager,2,19926,17053,No,15,3,21,5,4,4,4,No
41,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,3,1,Research Scientist,3,2451,4609,No,12,3,13,9,8,1,8,No
30,Travel_Rarely,Sales,5,3,Life Sciences,Female,3,3,Sales Executive,4,9419,8053,No,12,3,12,10,9,7,4,No
38,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,2,Sales Executive,4,8686,12930,No,22,4,12,8,3,0,7,No
32,Travel_Rarely,Research & Development,6,5,Life Sciences,Male,3,1,Research Scientist,3,3038,12430,No,20,4,8,5,4,1,4,No
27,Travel_Rarely,Research & Development,17,3,Technical Degree,Male,3,1,Research Scientist,2,3058,13364,Yes,16,3,6,5,2,1,1,No
19,Travel_Frequently,Sales,1,1,Technical Degree,Female,1,1,Sales Representative,1,2325,20989,No,21,4,1,0,0,0,0,Yes
36,Travel_Frequently,Research & Development,3,2,Medical,Male,3,1,Laboratory Technician,2,2088,15062,No,12,3,13,8,7,7,2,No
30,Non-Travel,Research & Development,9,3,Medical,Male,3,2,Laboratory Technician,1,3072,11012,No,11,3,12,12,9,6,10,No
45,Travel_Rarely,Sales,4,2,Life Sciences,Female,3,2,Sales Executive,1,5006,6319,Yes,11,3,9,5,4,0,3,No
56,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,3,1,Research Scientist,1,4257,13939,Yes,18,3,19,2,2,2,2,No
33,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,4,2500,10515,No,14,3,4,3,1,0,2,No
19,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,1,Laboratory Technician,4,1102,9241,No,22,4,1,1,0,1,0,Yes
46,Travel_Rarely,Sales,1,2,Marketing,Female,3,3,Sales Executive,1,10453,2137,No,25,4,24,24,13,15,7,No
38,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,3,1,Laboratory Technician,4,2288,6319,No,12,3,2,2,2,2,1,No
31,Travel_Rarely,Research & Development,12,1,Medical,Female,3,1,Research Scientist,4,3929,6984,Yes,23,4,7,4,2,0,2,No
34,Travel_Rarely,Research & Development,27,2,Medical,Female,3,1,Research Scientist,2,2311,5711,No,15,3,9,3,2,1,2,No
41,Travel_Rarely,Sales,20,2,Marketing,Female,3,1,Sales Representative,2,3140,21728,Yes,22,4,4,4,3,0,2,Yes
50,Travel_Rarely,Research & Development,1,3,Medical,Male,2,1,Laboratory Technician,3,3690,3425,No,15,3,5,3,2,0,2,No
53,Travel_Rarely,Research & Development,13,2,Medical,Female,4,2,Manufacturing Director,1,4450,26250,No,11,3,5,4,2,1,3,No
33,Travel_Rarely,Research & Development,14,3,Medical,Female,3,1,Research Scientist,2,2756,4673,No,13,3,8,8,7,1,6,No
40,Travel_Rarely,Research & Development,4,1,Medical,Female,3,5,Manager,3,19033,6499,No,14,3,21,20,8,9,9,No
55,Travel_Rarely,Research & Development,14,4,Medical,Male,4,5,Research Director,2,18722,13339,No,11,3,36,24,15,2,15,No
34,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,2,Manufacturing Director,3,9547,14074,No,17,3,10,10,9,1,9,No
51,Travel_Rarely,Research & Development,3,3,Medical,Female,3,4,Healthcare Representative,2,13734,7192,No,18,3,21,7,7,1,0,No
52,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,5,Manager,3,19999,5678,No,14,3,34,33,18,11,9,No
27,Travel_Rarely,Research & Development,9,3,Medical,Female,3,1,Research Scientist,2,2279,11781,No,16,3,7,7,7,0,3,No
35,Travel_Rarely,Research & Development,23,2,Life Sciences,Male,2,2,Manufacturing Director,3,5916,15497,Yes,13,3,8,1,0,0,1,Yes
43,Non-Travel,Research & Development,7,3,Medical,Male,4,1,Research Scientist,4,2089,5228,No,14,3,7,5,4,2,2,No
45,Non-Travel,Research & Development,2,2,Medical,Male,2,4,Manager,4,16792,20462,No,23,4,22,20,8,11,8,No
37,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,4,1,Research Scientist,1,3564,22977,Yes,12,3,8,8,7,1,7,No
35,Travel_Frequently,Research & Development,2,3,Medical,Female,3,2,Laboratory Technician,2,4425,15986,No,11,3,10,6,2,1,2,No
42,Non-Travel,Research & Development,21,2,Medical,Female,3,2,Manufacturing Director,3,5265,16439,No,16,3,11,5,3,0,2,No
38,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,2,Manufacturing Director,3,6553,7259,No,14,3,14,1,0,0,0,No
38,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,3,2,Manufacturing Director,4,6261,4185,No,18,3,9,7,7,1,7,No
27,Travel_Frequently,Research & Development,1,1,Technical Degree,Male,2,2,Manufacturing Director,1,4298,9679,No,19,3,6,2,2,2,0,No
49,Non-Travel,Research & Development,18,4,Life Sciences,Male,3,2,Manufacturing Director,4,6804,23793,Yes,15,3,7,7,7,1,7,No
34,Travel_Frequently,Research & Development,10,4,Medical,Male,3,1,Research Scientist,3,3815,5972,Yes,17,3,5,5,3,2,0,No
40,Travel_Rarely,Research & Development,19,2,Medical,Male,3,2,Laboratory Technician,4,2741,16523,Yes,15,3,15,7,2,3,7,No
38,Travel_Rarely,Research & Development,29,1,Medical,Male,3,2,Healthcare Representative,1,6673,11354,Yes,19,3,17,1,0,0,0,Yes
29,Travel_Rarely,Sales,27,3,Marketing,Female,3,3,Sales Executive,4,7639,24525,No,22,4,10,10,4,1,9,Yes
22,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,4,1,Research Scientist,2,2328,12392,Yes,16,3,4,4,2,2,2,No
36,Travel_Frequently,Research & Development,18,1,Medical,Female,3,1,Laboratory Technician,4,2153,7703,No,13,3,8,8,1,1,7,No
